plotname,numpols,ttd,numtips,numnodes,collessmet,sackinmet,gamma,mntd,mpd
780604,1,15377.0908602546,28,24,0.890869867527598,0.609943636352978,-3.58169927237971,281.641195071429,536.696617468254
780605,2,16169.4719958586,23,20,0.719567739413404,0.400982195217624,-2.71979390354869,234.125786608696,522.016348687747
780606,2,10550.4034358042,26,23,0.127065751769232,-0.054993278583936,-4.31993689908412,279.548217153846,512.781393058462
780607,2,12394.9872043925,29,26,0.610704656090712,0.52496826689485,-3.97872826507088,268.859183310345,533.394331852217
780609,2,12630.5889136535,30,23,1.98140080556446,1.47669240482588,-4.85783126214502,295.101082166667,525.339279
780611,2,9592.62530932273,22,19,0.0703436126561741,0.0274644086563595,-4.73233928041877,318.158880590909,517.112782108225
780613,1,13842.7372474665,11,9,0.808945338670666,0.414790764790765,-2.83278174561104,369.551863636364,527.583522945455
780614,1,14063.3311919628,17,15,-0.246693588202153,-0.114399162928575,-2.72507553989623,255.827337941176,541.573174279412
780615,2,15656.126539593,19,15,0.697808330867189,0.378204896238952,-3.3240469897888,294.598861368421,527.845039052632
780616,2,20181.6605270296,20,15,0.870199247005954,0.654520685712636,-2.61774082084756,262.63648105,493.709940115789
780617,0,16997.883160107,10,9,0.613346427565899,0.342063492063492,-1.89231527921117,321.4950923,522.318890022222
780618,2,13440.9447912478,26,21,0.43475805946154,0.483468259877602,-3.75039292547847,282.983709384615,518.771756932308
780619,1,11888.8487491522,19,16,0.592545172972452,0.483468054133689,-4.13680389816172,354.771445473684,525.71390974269
780621,3,16695.9435676555,29,22,1.26587706988382,1.04220964620519,-3.08907219494821,264.447856793103,512.965829985222
780622,3,17996.0723737045,27,19,0.968242802703764,0.92079019719954,-3.00744348378612,264.228236296296,503.294259908832
780623,2,17841.801279257,19,15,-0.0916653533433372,-0.0954793142873635,-2.59207224333584,260.046360842105,492.899495216374
780624,1,14818.9236169058,16,14,0.843342798320164,0.613542013542014,-2.98302412992764,321.714155625,520.194445658333
780625,1,12336.2008142663,19,16,-0.302191669132811,0.00978384360737332,-3.6418571214494,302.720034789474,513.11043219883
780626,2,16961.1336702941,25,21,0.577055695691745,0.488083644492987,-2.81893090471847,257.38500416,511.23373322
780627,1,14480.802893757,20,18,0.570199247005954,0.354520685712636,-2.86636460578791,272.11096575,538.769580947368
780628,1,10375.7684941961,24,20,0.312877690211999,0.239750311159654,-4.65108443688602,317.019248458333,517.072702264493
780629,2,12844.8298558122,30,24,0.0147341388977897,0.310025738159218,-4.10613590393937,259.245827133333,518.243503105747
780630,3,17818.5830154038,24,19,0.771211023545333,0.78141697782632,-2.82032324153542,279.644394166667,513.210034163043
780631,3,15875.1058714952,27,22,0.746020580481542,0.624493900903243,-3.3156895557872,263.050197481481,524.66519422792
780632,2,14749.12530403,20,17,0.970199247005954,0.854520685712636,-3.02002623883501,306.7421752,523.395636778947
780E069,1,14410.7767154544,23,21,1.89348078289167,1.40098219521762,-3.30902269423446,279.687923304348,487.834587090909
780E070,1,14206.3613098259,11,9,0.445308975034302,0.232972582972583,-2.13324442851254,323.413926545455,481.373881672727
780E071,1,9975.25968756794,38,36,1.87308220293882,1.35998544709351,-4.77898315569444,256.694656631579,517.205543772404
780E072,1,12200.6796224789,31,29,2.52065399349415,1.94550960912696,-3.53498151468814,234.032309741935,500.398247032258
780E073,1,12323.5253601636,21,19,0.642837654265094,0.32833020952216,-3.32839938896839,258.993265904762,481.820426447619
780E074,0,11863.1598620082,13,12,1.32021293232918,0.87050172050172,-2.9191450698882,360.415637769231,499.426210051282
780E075,1,10755.0674760726,13,11,0.243289855406101,0.101270951270951,-2.06631585538744,249.498269307692,432.637577589744
780E076,1,11952.5177157394,14,12,0.834017048087544,0.568303918303918,-3.10015982505864,347.720858714286,475.67791532967
780E106,1,11387.892151094,18,16,0.00333754044155832,0.00978384360737294,-2.28389663575338,218.850945277778,433.351036856209
780E107,1,9260.80565297732,21,19,1.547599559027,1.04261592380787,-4.45247856960418,356.471632190476,519.347527809524
780E108,1,11551.8550890271,18,16,0.670004207108225,0.454228288051817,-2.88674964384046,282.841215166667,470.420115686275
780E109,2,9390.22814817686,29,26,2.12794603540106,1.55945102551554,-4.79927977272682,319.010986862069,516.763554054187
780E110,0,11679.490151869,22,21,2.38852543083799,1.70928259047454,-3.7729914618633,305.682148818182,486.847502311688
780E120,2,10116.8078076821,31,27,1.16581528381673,0.655187028481799,-4.41215079490751,259.116930677419,494.846817677419
780E121,0,14014.5844701673,7,6,0.884307085790346,0.528571428571429,-2.0791804001734,417.466991714286,520.208083809524
780E122,1,13924.1191185242,15,13,1.54121465279107,1.29687534687535,-2.45016091631107,301.324106333333,473.466923942857
780E123,0,10491.9532125752,17,16,0.812129941209611,0.473836131189073,-2.84491843241443,263.438199588235,483.764521808824
780E302,0,10804.4720601907,13,12,0.397136009252255,0.255117105117105,-2.59437171558555,293.883262615385,486.354865538462
780E303,1,11703.8423374834,13,11,1.01252062463687,0.716655566655566,-2.95016466781817,365.685242923077,500.937646358974
780N053,0,13149.0587464805,23,22,1.89348078289167,1.22706915173936,-3.82777432168388,273.128648478261,504.53512227668
780N055,1,14016.4267319852,26,24,1.66552729023077,1.09885287526222,-3.42293880700358,253.741503846154,509.68612412
780N057,1,12590.9710010216,23,21,2.28478513071775,1.70533002130458,-2.92200579577255,272.988055391304,470.488180498024
780N060,1,12717.4428578492,33,31,3.46790880757831,2.88300960912696,-3.63732139612962,251.970837939394,506.254336481061
780N078,3,10209.5740728245,44,39,2.67265097755077,2.32273003152362,-4.83884642930988,263.467091795455,520.363292290698
780N079,2,14530.9443105296,26,23,1.12706575176923,0.79116056756991,-3.40929174939559,249.405946192308,496.145920104615
780N080,2,15144.1173952193,21,18,1.21426622569367,0.899758780950732,-2.66482877750259,255.211236904762,485.36281307619
780N090,1,18440.9967157541,19,17,1.38201885718298,0.957152264660005,-2.42600499034947,251.667869684211,457.917008619883
780N091,1,11432.1187854828,21,18,1.40474241616986,0.899758780950732,-3.56288733483514,299.777560666667,516.053296485714
780N092,0,10059.8666063962,22,21,1.07034361265617,0.754737135929087,-3.8639279824586,300.593904090909,513.407696320346
780N093,0,6349.97159520409,13,12,0.704828316944562,0.408963258963259,-4.05789269477495,417.415347,542.425894128205
780N094,1,14552.4289164636,22,20,1.2976163399289,0.891100772292723,-2.38274352049591,238.377151227273,441.513649034632
780N096,1,11828.7425714947,22,20,1.61579815811072,1.11837349956545,-3.86612714162175,300.903849136364,504.149475363636
780N115,2,9077.17867191351,31,28,2.4561378644619,2.01002573815922,-4.45895187726565,284.069803483871,497.548025019355
780N116,1,12759.3204500752,17,15,2.10624758826843,1.65030671942437,-2.69929805122405,316.148989,494.815824279412
780N118,2,9024.35054974773,23,20,2.24130686984819,1.83576480391328,-4.09606323096206,321.289163304348,503.147524110672
780N119,1,11231.3801720812,21,19,1.35712336855081,1.13785401904597,-3.33487700975234,284.047723,502.19849372381
780N306,2,11609.8776570175,22,19,1.2976163399289,0.982009863201814,-3.5214808338659,274.280748863636,494.646747285714
780N307,1,15357.9142390184,18,16,1.11444865155267,0.898672732496262,-2.6024221569345,270.210162277778,491.084323732026
780N308,1,10383.0646387052,29,27,1.85208396643554,1.62841654275692,-3.85262260820504,262.516304068965,505.852529369458
780N310,1,14263.2170306888,25,22,2.61705569569174,1.96808364449299,-3.39936392752699,284.40632752,471.66527788
780N311,0,11936.0739653291,17,16,2.10624758826843,1.41501260177731,-3.42201624236914,342.435520352941,502.262304161765
780R062,1,15473.9213302543,15,13,0.607881319457735,0.363542013542013,-2.02022637491982,282.052682066667,458.545762933333
780R063,1,10446.749391731,28,26,1.96229843895617,1.68137220778155,-3.74026185936458,252.57256475,503.569637433862
780R064,1,8917.20744319283,23,21,0.676089478543839,0.357503934348058,-3.63513803962114,273.43887173913,471.684628134387
780R067,1,12168.4282108496,28,26,2.10515558181331,1.53851506492441,-3.60716128778679,273.810869964286,511.459179650794
780R097,1,12832.3988251151,22,20,1.34307088538345,1.02746440865636,-3.64581778526217,280.484916681818,515.020805939394
780R098,1,13043.3057789518,21,19,1.97617098759843,1.4711873523793,-2.7720996699681,277.691665,474.949206904762
780R099,1,9649.72988783263,23,21,2.11087208723949,1.70533002130458,-4.34154189993412,314.533100304348,509.824182142292
780R103,1,15059.3749596023,17,15,1.1650711176802,0.826777307659661,-2.47326496837856,267.058103352941,492.359546529412
780R314,1,10671.0740784309,20,18,0.620199247005954,0.504520685712636,-3.78541502179783,297.525031,502.149633110526
780R315,1,16504.5372632084,12,10,0.881024870771945,0.543578643578643,-1.85604438469786,299.949368833333,462.670465439394
780S066,2,11215.5185034082,29,26,1.9900150009183,1.62841654275692,-4.05121117201189,270.334569793103,504.66835646798
780S068,2,11927.3346859315,15,12,0.541214652791068,0.296875346875347,-3.75704540652792,357.408069066667,533.22597287619
780S081,1,11499.4137263858,20,18,0.620199247005954,0.404520685712636,-3.0728150874651,273.19626385,461.254801736842
780S082,1,12800.291977013,14,12,2.11973133380183,1.56830391830392,-2.52468112045345,307.745923785714,487.478283901099
780S083,1,10486.0431717536,20,18,1.17019924700595,0.754520685712636,-3.56863324336783,303.96255655,484.900801447368
780S084,0,9292.11131642287,35,34,1.96058345907053,1.30643716196628,-5.30575384415847,292.886724828571,524.876531206723
780S085,1,17099.6094911931,14,12,0.61973133380183,0.354018204018204,-2.48718559549389,279.8072435,482.057850197802
780S104,3,9807.69014737883,39,35,1.6574980795585,1.18522161443494,-4.53981161064761,255.142984461538,526.65730622942
780S111,1,9368.53307501785,29,27,2.3348425871252,1.76634757723968,-4.45075686577712,310.529827724138,532.064950827586
780S112,2,9849.24658117577,36,32,1.33796813765939,0.789770495299611,-5.21693234110932,273.118972944444,516.561652430159
780S113,0,11059.6776447482,11,10,1.62712715685248,1.0511544011544,-2.99597664834223,382.963422636364,504.940722218182
780S316,1,11171.7023618888,19,17,1.38201885718298,1.16767858044948,-3.46090417846922,310.499792210526,515.14166368421
780S317,0,14643.3658095906,21,20,2.83331384474128,2.04261592380787,-3.34105513846302,303.638529476191,503.509284352381
781,1,13102.4014521538,12,10,0.797691537438611,0.46024531024531,-2.81887474709558,359.486735666667,528.129251878788
7900709,1,10819.0923657762,28,26,1.10515558181331,0.824229350638693,-3.90371850492033,257.07688575,524.115884859788
7900710,2,8646.63856608758,40,37,1.12705206644601,0.792913922127248,-4.76254210230082,247.74315105,507.966346928205
7900711,2,12872.3667440838,33,30,1.5588178984874,1.21634294246029,-3.39644146907188,221.027650484848,502.183148234848
7900712,2,12907.6489602966,30,27,1.31473413889779,0.943359071492551,-3.75952207542966,266.156915633333,515.440260335632
7900713,1,15200.4744020922,25,23,1.69705569569174,1.12808364449299,-3.48914754531619,271.97476508,513.743384446667
7900714,0,13700.1349581445,22,21,1.52488906720163,1.02746440865636,-3.06572129487725,267.774135,524.970432974026
7900715,2,10940.5158862512,48,43,3.11973050965205,2.5407389832051,-4.48980479758283,239.872695833333,515.505776508865
7900716,2,9750.79837219318,44,41,3.35446915936896,2.73182094061453,-4.74501477985613,263.403794613636,505.4378759926
7900717,2,13294.4723945789,26,23,1.35783498253846,1.09885287526222,-3.40445148405229,262.693603692308,504.170720350769
7900718,3,9378.13372688578,55,49,2.99950742623656,2.41277557614783,-5.38658167473499,237.092374381818,519.785907073401
7900719,1,12588.5443119062,32,30,2.55644561776022,1.91425960912696,-3.86936028722688,262.02143115625,503.14279302621
7900720,1,12072.7603255244,29,27,0.81760120781485,0.52496826689485,-3.88099871013005,246.404978758621,512.726824344828
7900721,1,11046.2575522559,37,35,1.26177036467248,0.867097822626938,-4.33702054008793,251.169441864865,508.895605306306
7900722,1,11534.8579685644,25,23,1.41705569569174,1.24808364449299,-3.26394359053419,284.78054048,493.45035222
7900723,0,12207.9551195338,25,24,2.05705569569174,1.64808364449299,-3.36032923020808,291.85524824,487.782114546667
7900724,6,10149.1452859804,54,47,1.34916969621789,1.21950958288183,-3.99685945924139,204.130945277778,518.131244928721
7900725,0,9711.39615419845,28,27,1.46229843895617,1.10994363635298,-4.02396991422384,279.355136892857,522.734408518519
7900729,0,10461.0510374612,29,28,1.30035982850451,1.0077268875845,-4.05566554585728,261.525705793103,501.154072655172
7900730,0,11979.5263396047,20,19,1.32019924700595,0.904520685712636,-3.47422441132773,291.73611405,497.835776468421
7900731,1,9643.43758999347,41,39,2.08528628312393,1.73559684895652,-4.88441666710498,252.829813829268,508.883071014634
7900732,1,10073.8540575601,35,33,1.90344060192767,1.47786573339485,-3.84518887773168,237.065604857143,509.203342211765
7900733,1,9579.65575575398,38,36,1.79413483451777,1.43893281551456,-3.87493222459881,235.260217894737,510.177239318634
7900734,0,9952.66198870831,39,38,1.42672884878927,1.10829853751186,-4.15236710291943,240.174564589744,527.657336952767
7900735,1,11201.6406298709,34,32,1.64839452535555,1.35181531322678,-4.44323114407198,266.872775205882,518.072955782531
7900736,3,10266.8628671037,50,45,2.1439085151318,1.66158932334115,-4.71857934578832,236.083696,515.423029964898
7900737,8,11203.7542585502,61,52,1.84112323015713,1.41075097737521,-4.45636458503101,203.087447836066,519.27476632459
7900738,3,8791.82112637185,37,33,1.2887973916995,1.11034106587018,-4.94291777340037,278.541578405405,528.289159135135
7900739,0,8070.2477791631,32,31,1.40019561776022,1.13300960912696,-3.98447224760706,248.33093665625,488.484707175403
7900742,1,9983.47413590777,31,29,1.9077507676877,1.46163864138502,-4.26604207966254,286.03745,509.497964812903
7900743,1,7498.81092870893,34,32,1.0601592312379,0.822403548520899,-5.35349143317223,288.469327558824,537.482094932264
7900744,0,10962.8988410778,26,25,1.66552729023077,1.40654518295453,-3.73761355544489,277.592541615385,501.617967929231
7900745,2,10697.8045780881,35,32,2.04629774478482,1.56358001910913,-4.6012648387945,273.9281092,515.703425663865
7900746,1,8434.51568885543,33,31,1.64972698939649,1.36785809397544,-5.09714606956278,288.774212848485,516.766247227273
7900747,0,9598.4284149486,23,22,1.58913295680471,1.35750393434806,-3.67857539506299,294.596161521739,498.814941762846
7900748,1,10468.3990403232,38,36,2.60992430820198,1.99156439446193,-4.44458311578003,274.368814447368,506.695727136558
7900750,3,10652.9372616516,48,44,2.11973050965205,1.74907231653843,-3.79094172426088,221.365947208333,509.727280595745
7900751,1,11489.3159533988,36,34,2.58796813765939,1.98421493974405,-3.89375427137017,246.737290694444,500.744822669841
7900752,0,9680.17267185438,29,28,1.78311844919416,1.49048550827416,-4.23688614997537,289.057792413793,523.596437837438
7900753,3,9850.31313759682,34,30,1.26604158417908,0.910638842638546,-4.49636410859822,257.100393323529,527.45485273975
7900754,0,8568.96438768069,19,18,1.06622938349877,0.851889106765268,-3.61176649873118,310.440659631579,530.133309953216
7900760,2,9684.03975619603,41,37,0.938944819709296,0.735596848956517,-4.69561538137709,233.307140780488,527.343952858537
7900761,3,8989.15985523563,44,40,1.49083279573259,1.36818457697816,-4.21384135553336,219.824827681818,508.674953957717
7900762,0,12968.7143362542,29,28,0.714152931952782,0.559451025515539,-3.31521437013196,242.346938758621,530.000681876847
7900763,4,9191.39246589941,46,41,0.591637950157806,0.427495073245182,-4.99830743596059,233.359664652174,525.726357659903
7900764,5,10552.3666205538,48,39,1.18223050965205,0.978238983205095,-4.81039473180584,225.926227375,523.944443370567
7900765,1,10185.4129363727,28,26,2.31944129609903,1.89565792206726,-3.48289126529252,262.797077642857,500.728895346561
7900766,1,8825.90499132071,28,26,2.06944129609903,1.71708649349584,-4.21046269371499,293.060564857143,504.194972849206
7900767,0,11944.6215579102,24,23,1.062877690212,0.739750311159654,-3.60646680024634,273.628314083333,535.279568623188
7900768,2,9896.77723506076,41,36,0.84138384409954,0.784377336761395,-4.82962403752511,234.739201756098,524.748435395122
7900769,3,10544.7384043632,37,32,0.721229824131937,0.48871944424856,-4.22987272696577,229.282678567568,519.803013891892
7900770,0,9559.78151658556,20,19,2.07019924700595,1.65452068571264,-3.69495633823035,341.0925617,511.781940005263
7900771,3,11986.0511484681,35,31,1.7320120304991,1.47786573339485,-3.03293864181571,228.654864457143,499.073775388235
7900772,3,10238.6894444613,37,33,0.910419013321127,0.623854579383695,-4.28454364142741,232.517689702703,523.872730498499
7900773,1,10579.0870896326,29,27,1.36932534574588,1.0077268875845,-4.15590392549977,268.559360724138,532.896857251231
7900775,5,10563.3314036123,50,42,1.4839085151318,1.28158932334115,-4.19595835591891,224.37202578,525.587879073469
7900776,0,10524.699034179,37,36,1.55906766196978,1.3265572820864,-3.84451762859638,235.344628594595,517.431609840841
7900777,0,8829.32616867393,29,28,1.19691155264244,1.04220964620519,-4.5415473658122,273.821347793103,527.516023359606
7900778,2,10439.1911975693,40,36,2.50205206644601,2.06791392212725,-4.24834925109587,240.2274717,498.918889341026
7900779,1,13368.9432431569,25,22,1.57705569569174,1.24808364449299,-3.18365224773104,274.44844576,484.437529606667
7900780,1,8751.26425655276,26,24,1.31937344407692,1.06039133680068,-4.31472457225743,304.657691346154,496.226588187692
7900781,1,8024.12376098172,20,18,0.120199247005954,0.00452068571263595,-3.82219558968371,287.9495195,501.633939678947
7900782,0,8737.20512678241,19,18,0.908334646656663,0.904520685712636,-3.65907301770054,304.839244894737,510.69085328655
7900783,1,8300.38642339938,35,33,2.5320120304991,2.10643716196628,-4.79678396479872,281.482046028571,524.564764921008
7900789,1,12412.0220852669,19,16,2.06622938349877,1.64136279097579,-2.92423505833834,292.681230315789,503.73469522807
7900792,0,8862.18828576966,26,25,0.819373444076924,0.483468259877602,-4.75628102571333,302.834298307692,529.004335830769
7900794,4,9910.78879891703,37,32,0.667175770077883,0.542773498302614,-4.34717973023933,229.243202837838,522.527380885886
7900796,2,10077.6421938296,37,33,3.12663522953734,2.51574647127559,-4.15902033162623,264.248973189189,514.664812840841
7900797,3,8830.72090657277,37,33,1.09960820251032,0.813043768572884,-4.72422852999414,257.369363297297,532.219915027027
7900799,4,10779.0820359639,43,38,1.21519652114545,0.974421363447509,-4.31335190918229,239.529726906977,520.684254954596
7900800,3,11019.9094758936,40,35,1.10205206644601,0.767913922127248,-4.45621335395002,224.67556105,526.461474751282
7900801,6,10784.8997453444,47,39,1.64876264225414,1.29428508249588,-4.5226602024375,234.558427106383,524.165581036078
7900802,1,10061.9873717483,36,34,1.78241258210384,1.34532605085517,-4.46495835562582,260.905739638889,523.415914179365
7900805,1,11178.9048666666,34,32,1.26604158417908,0.851815313226782,-3.67493224155785,225.899619794118,510.428585793226
7900807,3,11763.740685283,36,31,1.67130147099272,1.23421493974405,-3.14961394401195,222.986112,511.099177942857
7900808,1,10063.0611111452,25,23,1.85705569569174,1.44808364449299,-3.71996783408579,292.04567916,509.348946153333
7900809,1,9764.37373802756,28,25,1.67658415324188,1.46708649349584,-3.75828569135912,265.438280892857,503.403851116402
7900810,1,10449.1416636972,31,29,0.165815283816734,0.0422838026753471,-3.66631439355812,222.966664967742,492.496666713979
7900811,1,10326.9956892293,24,22,2.062877690212,1.65641697782632,-3.28366055705049,285.725152208333,503.544055072464
7900812,2,11451.7324168376,30,27,1.54806747223112,1.04335907149255,-3.5326887323018,244.784783633333,490.902634629885
7900813,3,11328.774302419,41,35,1.47553018556295,1.2234017270053,-3.27220724156092,203.351327390244,518.173635112195
7900814,0,10011.8540026466,27,26,0.746020580481542,0.476345752755095,-3.78519352489923,245.392886185185,525.984173059829
7900816,1,10256.6756502137,37,35,3.20771631061842,2.54277349830261,-4.93490389601339,291.476348486486,512.675849906907
7900819,2,8608.71074291482,34,31,1.44251217241437,1.20475648969737,-4.40546235250371,245.568681617647,517.274349894831
7900820,2,9187.61234077395,41,38,2.10967652702637,1.71120660505408,-4.58841162518957,241.90086504878,504.520957573171
7900821,2,10885.5640519271,29,26,0.990015000918299,0.697382059998298,-3.58516476620533,258.214542448276,498.202926384236
7900822,1,8211.24875035859,21,19,1.30950432093176,0.994996876188827,-4.16523968805353,333.846596761905,527.558842866667
7900825,0,7950.63999474619,26,25,1.12706575176923,0.79116056756991,-5.09582025009795,316.359641884615,538.378943021538
7900826,3,11398.8372170785,38,34,0.557292729254612,0.412617026040878,-3.71431152005744,214.300895078947,519.54682997155
7900831,3,9370.27572263591,36,32,1.17130147099272,1.01199271752183,-4.64107923565512,252.005356416667,520.636135879365
7900832,2,8412.26192925189,34,31,1.5601592312379,1.3224035485209,-4.81964302243212,288.356544470588,519.477245427807
7900833,3,9492.85966462007,42,38,1.4020714260861,1.13222867241761,-3.97833502549348,228.170279,520.637788953542
7900836,2,9587.18240891077,37,34,1.15366225656437,0.813043768572884,-4.68338373282043,251.737152675676,527.00184654955
7900837,1,9420.32405383041,32,27,0.306445617760219,0.22675960912696,-4.68541565028734,258.13040790625,515.728100453629
7900838,0,8375.64482461999,27,26,0.523798358259319,0.402271678681021,-3.44984484269031,231.105362444444,481.301169076923
7900839,0,11684.4721719597,16,15,0.843342798320164,0.613542013542014,-2.41822091298995,255.8625321875,463.364857166667
7900840,1,7868.08517954603,26,24,1.396296521,1.21423749064683,-4.05111285949326,289.4204165,489.597319833846
7900841,1,9659.64703018745,38,36,1.47834536083356,1.07051176288298,-3.86609313220833,215.280687789474,495.944127893314
7900842,2,8695.51830385235,31,27,1.13355721930061,0.816477351062444,-4.32188351231953,272.884848129032,527.206633535484
7900900,1,8477.63419556012,20,18,0.720199247005954,0.504520685712636,-4.37610614597876,342.37657465,532.675151752632
7900901,0,9435.50006406609,21,20,1.4523614637889,1.04261592380787,-4.37379184744133,314.053462380952,516.850048723809
7900903,1,11228.9568390275,30,28,2.18140080556446,1.74335907149255,-3.44250904988402,270.2924694,500.568331898851
7900912,1,9750.85986156971,32,30,1.27519561776022,0.94550960912696,-4.10440143068113,255.538545,522.992386358871
7900913,1,9954.21156766868,21,19,1.73807574950319,1.32833020952216,-3.72117240585986,333.63188247619,503.281546771429
7900915,1,14788.8443908388,18,14,-0.885551348447331,-0.434660600837071,-3.38940515979071,296.011150333333,503.86868596732
7902014,2,7953.5374573851,31,28,1.64968625155867,1.39712251235277,-4.74926092279972,285.708891741935,518.326174365591
7902015,1,7537.51508251607,35,33,2.41772631621339,1.93500859053771,-5.12247023782114,305.126064485714,525.169267092437
7902016,2,7406.63272392697,29,24,1.6451874147114,1.42151999103278,-5.41908554935932,337.161583689655,541.421205857143
7902017,1,13280.3669369787,19,16,0.434650436130347,0.325573317291584,-3.74573173723805,321.055556526316,501.051632444444
7902019,2,7448.5181250216,37,32,2.04555414845626,1.70493566046478,-6.41354337666079,330.744413756757,537.312109084084
7902020,1,13089.5673675606,23,18,0.0239155655003609,-0.0338004134780285,-4.1618785703214,281.830169608696,502.287604664032
7902021,0,6723.05609513866,19,18,1.0135978045514,0.7992575278179,-4.60000877641623,371.806949368421,535.456284070175
7902023,4,8944.70267150883,33,28,1.40730274697225,1.1254338515512,-4.28392623196663,268.645051515152,523.52361467803
7902024,2,8378.99257636466,38,35,0.741503255570401,0.544195973409299,-5.06583842653764,264.940438447368,541.860014426743
7902025,1,8341.14372876822,31,29,1.26258947736512,1.01002573815922,-4.70929251964599,278.18808116129,530.356846744086
7902027,5,10774.5948314992,54,48,1.58991043695863,1.31210217547442,-4.24942902101251,195.562250185185,513.145775868623
7902029,2,9529.10975796368,38,35,1.10992430820198,0.965248604988246,-4.00701236880397,234.386638184211,519.422280792319
7902030,4,10616.6184814656,48,42,1.64056384298539,1.26990564987176,-4.08256022988319,216.885146041667,523.013936242021
7902031,2,9059.46217255923,48,45,1.07806384298539,0.915738983205095,-4.61055162533228,210.679273354167,527.992505115248
790504,1,9191.72985180424,9,7,0.252040276557059,0.11984126984127,-2.84630711347087,408.575006666667,508.175083444444
790505,0,7771.4947924494,18,17,1.72555976266378,1.28756162138515,-4.05018909868091,363.208520222222,521.278071183007
790506,2,11444.8139242833,25,20,0.0570556956917446,0.128083644492987,-4.03000736301373,291.30795608,516.71512006
790507,1,11237.2878130017,29,27,0.438290862987264,0.283588956550022,-3.67989694165366,246.300467241379,530.245630699507
790508,2,12141.8004005697,30,27,0.248067472231123,0.143359071492552,-3.28420466724243,221.298693866667,526.745561172414
790509,2,9544.1104401921,43,38,1.16868489323848,1.06744461926146,-4.75483519381145,241.792219069767,528.542243900332
790511,1,7155.52595323353,28,26,1.17658415324188,1.03851506492441,-5.24629892148323,324.861021571429,526.730175484127
790512,1,7800.79489940358,24,22,1.52121102354533,1.19808364449299,-4.94544364893611,330.491043041667,526.857907547101
790513,1,8830.42775903473,22,20,1.20670724901981,0.982009863201814,-4.3382996346983,316.852564590909,523.671311329004
790514,0,8118.98491867547,12,11,1.04769153743861,0.71024531024531,-3.10128318729055,364.191948666667,491.259901545455
790515,1,11029.8812275729,20,18,1.62019924700595,1.20452068571264,-3.53114979346457,300.71077155,508.021315963158
790516,1,9135.48773471228,22,20,2.2976163399289,1.89110077229272,-3.85649623514906,322.149088590909,495.110632350649
790517,0,11244.6250861189,14,13,0.405445619516115,0.13973248973249,-2.35191125086784,272.1912355,488.918501769231
790518,1,10737.2008520729,31,29,0.391621735429637,0.461638641385024,-3.65847517599378,248.322551580645,523.929680632258
790520,2,12286.4724498494,33,30,1.49821183788134,1.27694900306635,-3.69258588970806,262.273070060606,521.862750094697
790521,1,12993.4194741934,25,19,1.85705569569174,1.60808364449299,-3.86726502046918,293.91749268,525.791534426667
790522,2,9499.69178432238,27,24,1.0052798397408,0.883753160162502,-4.22126368704585,300.887546296296,531.960734888889
790523,3,10422.2036813343,34,30,0.79545334888496,0.498874136756193,-4.34920155294912,258.572925323529,534.04357557041
790524,0,9270.98332923546,19,18,0.434650436130347,0.325573317291584,-3.83936047718906,319.361375473684,529.84302128655
790526,0,12747.4936722426,17,16,1.81212994120961,1.23854201354201,-2.53612367465621,283.395731235294,488.294105235294
790527,0,8948.01407123578,14,13,0.905445619516115,0.782589632589633,-3.22328074619362,346.929639642857,531.759795923077
790528,0,9738.9909159494,31,30,0.681944316074799,0.493896705901154,-4.18455636084659,246.905797580645,524.158086916129
790529,0,8615.8857957006,18,17,1.50333754044156,1.17645051027404,-3.64524318735188,333.259771055556,518.694636
790530,0,11942.1291726317,15,14,-0.325452013875598,-0.303124653124653,-2.81836352198597,279.0598104,517.238748438095
790531,0,6248.3639798612,18,17,1.83667087377489,1.50978384360737,-4.83062106523229,400.2723845,511.477243849673
790532,0,8333.80759568175,20,19,1.37019924700595,1.15452068571264,-3.92252822127085,326.16500035,522.752445047368
790533,2,8642.19677826157,31,28,1.84323463865544,1.39712251235277,-4.48880668872482,296.45085716129,518.769604752688
790534,0,11876.1774679572,26,25,1.31937344407692,0.829622106031449,-3.79493785166125,275.434810923077,514.462239027692
790535,0,9101.67817376176,16,15,1.34334279832016,0.988542013542014,-3.83021753608182,351.655201625,530.8532059
790536,0,7431.67564027297,22,21,1.47943452174708,1.0729189541109,-5.04463947861847,346.392295727273,533.820242787879
790537,0,9088.080848691,26,25,1.55014267484616,1.29116056756991,-4.41777250879707,300.849468653846,523.225642532308
790541,0,11586.8740139659,21,20,1.64283765426509,1.13785401904597,-3.16886431146779,278.153734428571,502.32033812381
790542,0,8556.55186246958,31,30,1.58517012252641,1.26809025428825,-4.79832394750008,277.240574774194,519.240415221505
790543,0,11552.1938188895,24,23,1.14621102354533,0.739750311159654,-3.88845816088696,272.139153,518.398844717391
790544,1,13487.8964847587,22,20,2.02488906720163,1.43655531774727,-3.21455668055848,286.981545363636,495.466446597403
790545,2,12193.3633626518,30,27,3.08140080556446,2.37669240482588,-3.58676944529197,271.277044833333,485.514868268965
790546,1,9553.82035058233,37,35,1.69420279710491,1.29953025505937,-4.09712196617165,232.528242216216,493.119768897898
790547,3,10431.9940039772,36,32,0.949079248770502,0.678659384188499,-5.02268356727677,264.879599138889,518.273076642857
790548,3,8918.98250016436,36,31,0.587968137659391,0.539770495299611,-4.91865383665192,258.746030166667,536.653374268254
