plotname,numpols,ttd,numtips,numnodes,collessmet,sackinmet,gamma,mntd,mpd
0002779,2,10503.3029583214,31,27,2.35936367091351,1.84873541557857,-4.72589703898219,321.955376129032,517.071967066667
0002880,0,13232.5997331593,17,16,1.69448288238608,1.12089495471848,-2.73418720600214,296.158151470588,482.414631308824
0002881,1,8944.69430416674,14,12,1.90544561951612,1.3540182040182,-3.07171942999145,340.1701865,480.608707384615
0002882,0,10532.3283041888,9,8,0.474262498779281,0.11984126984127,-2.15298080047649,267.896968333333,438.6750305
0002883,0,7783.01627701271,9,8,0.0298180543348368,-0.102380952380952,-2.74000124556457,320.733783666667,455.025877333333
0003079,1,8056.5133204897,21,19,0.30950432093176,0.375949257141208,-3.37794169097982,266.339209809524,487.162591314286
0003279,1,11158.1193867268,27,25,1.15342798788895,0.883753160162502,-3.80982747679096,270.739686777778,507.906468034188
0004079,0,8454.9937517358,24,23,2.02121102354533,1.69808364449299,-4.17333855670926,321.567725791667,506.723066945652
0004779,2,7174.4128435725,24,21,1.062877690212,0.823083644492987,-4.98128263140408,342.707255166667,512.709160655797
0005779,0,4467.95054241107,9,8,-0.63684861233183,-0.324603174603175,-3.03127000485188,326.464616111111,476.8747235
0005879,0,5210.56781574583,5,4,-0.0935063918741552,-0.166666666666666,-1.98836627327969,380.7785456,476.591687
0005979,0,11257.0080428857,11,10,1.17258170230703,0.778427128427128,-2.49710613327998,341.909411,506.006871890909
0006279,2,8391.70657648455,25,22,-0.422944304308255,-0.351916355507013,-4.64445072770189,289.77276448,514.7275842
0006379,0,19336.2688029624,10,9,-0.486653572434101,-0.357936507936508,-1.19665113587006,195.3486117,500.115130644444
0006579,1,8631.80999761185,14,12,-0.451697237626742,-0.431696081696082,-3.96705470260902,338.269895428571,517.883078252747
0006679,0,9896.80287565273,7,6,-0.544264342781082,-0.328571428571428,-2.40220197668925,352.792889857143,520.674721619048
0006779,1,8861.55123519525,22,20,1.2976163399289,0.891100772292723,-4.0581084244706,307.159540909091,505.252747212121
0007179,0,9113.79664698755,13,12,1.47405908617533,1.02434787434787,-3.20438514712762,371.989622153846,515.167650717949
0007279,1,12317.7640060979,15,13,1.74121465279107,1.23020868020868,-2.70725000310969,328.532576066667,516.307152685714
000779,0,6992.95980294276,29,28,1.12794603540106,0.904278611722436,-5.12782602566319,303.600300827586,526.672650374384
0008079,0,7499.68702128745,15,14,-0.658785347208932,-0.36979131979132,-3.45579292596142,295.307668,512.791775009524
0008279,1,13638.5888980264,16,14,1.03084279832016,0.801042013542014,-2.31627554642146,273.3190996875,473.839113516667
0008379,1,10779.3004582939,24,22,2.89621102354533,2.40641697782632,-3.08272107050366,282.185440583333,489.861438923913
0008979,3,9835.31644528342,24,18,0.0212110235453326,0.0314169778263202,-4.5349794173187,308.893248041667,517.685130333333
0009479,0,10527.8437506602,24,23,1.437877690212,1.03141697782632,-3.59181997685448,298.345241916667,504.348683532609
0009579,0,15311.3884619845,8,7,0.161489978880109,-0.0607142857142855,-1.1519971440416,234.249413875,446.160375857143
0009779,1,9159.76957314758,33,30,1.5588178984874,1.09513082124817,-4.77880329378513,266.530767757576,504.529944590909
0009879,0,7796.60928512731,10,9,0.213346427565899,0.142063492063492,-2.52594491117377,306.5121077,483.5697124
0009979,1,11701.6732647415,30,28,2.01473413889779,1.71002573815922,-3.35566678893161,269.6161234,497.094934777011
0010079,0,8912.20860576088,16,15,0.780842798320164,0.676042013542014,-2.62353147912571,265.294840375,477.870033433333
0010379,1,12281.5571833141,29,27,1.36932534574588,1.07669240482588,-2.80745751043405,226.381343448276,496.162103172414
0010479,0,8095.0007922657,15,14,1.20788131945773,0.83020868020868,-3.72917865231214,378.919266933333,524.32720592381
001079,1,8176.01738662727,10,8,-0.486653572434101,-0.357936507936508,-3.3875564883491,396.2975812,524.185872266667
001179,0,8477.00843313179,19,18,0.960966225604031,0.851889106765268,-3.53488112060901,299.510787368421,526.564591812866
001279,1,7763.41870244296,33,31,1.9527572924268,1.67088839700575,-4.93052437859995,273.173015242424,501.567533287879
001379,1,8913.55820339746,31,29,1.74646044510706,1.4293805768689,-4.37229793200972,276.251639064516,509.816281350538
001479,0,7614.97908978345,25,24,1.49705569569174,1.16808364449299,-4.47313159829099,303.38875296,514.828458893333
001579,2,7834.86711471376,26,23,0.973219597923078,0.714237490646833,-4.55003615619291,312.539542576923,535.672155827692
001679,0,8921.43421143515,27,26,2.37565021011117,1.80967908608843,-4.64387385821273,323.216455,512.123817094017
001879,2,8965.23131786106,16,13,0.718342798320164,0.613542013542014,-3.57627663436826,338.9566885625,487.719554983333
001979,0,12310.4741249233,21,20,1.59521860664605,1.18547306666502,-2.94154772417134,284.92039252381,492.9766816
002079,3,8957.63909425115,36,32,1.61574591543717,1.34532605085517,-5.05906329361117,287.787676083333,520.828778161905
002179,1,8521.12287589526,25,23,1.57705569569174,1.24808364449299,-4.5305104594305,323.9734828,508.329959113333
002279,0,8381.1542574956,35,34,1.21772631621339,1.07786573339485,-4.91927429193374,273.201082885714,521.376275788235
002579,3,8516.15455371939,43,39,1.42449884672685,1.1837236890289,-4.6526342036651,235.731756651163,517.800206602436
002679,1,5214.95937887917,9,7,0.474262498779281,0.11984126984127,-3.00704206327551,343.814191222222,460.554997111111
0029780,1,10720.4693505171,20,18,1.77019924700595,1.35452068571264,-3.63104381619478,335.6459101,502.161365542105
002979,1,9320.51154755906,29,27,0.85208396643554,0.766347577239677,-4.06290983758507,279.16542762069,527.9048
003479,1,9213.97386443173,28,26,0.605155581813313,0.324229350638693,-4.31650275459079,266.477305321429,517.466880441799
0036580,0,6910.95591196371,23,22,0.110872087239491,-0.0338004134780285,-4.56858880770058,309.22002473913,513.708158664032
0037280,0,11478.6324067473,16,15,0.718342798320164,0.488542013542014,-2.68200389288394,289.7166951875,484.154401708333
0037380,0,10552.161291846,12,11,0.881024870771945,0.543578643578643,-2.59132859538314,323.800467,496.122169484848
003779,1,8352.79213732679,32,30,1.83769561776022,1.19550960912696,-5.39556720666146,317.060042,511.889100266129
0038780,0,6770.37180586043,12,11,1.13102487077194,0.96024531024531,-3.41126577631087,393.40851,535.183114106061
003879,1,10178.3350785133,27,25,1.19046502492599,0.772642049051391,-4.34531881086843,305.670874703704,509.344798689459
003979,1,9414.64297780907,26,24,1.78091190561539,1.36808364449299,-3.95691298061911,276.592462192308,510.445021123077
004179,0,9443.31312435505,31,30,1.39162173542964,1.13905799622373,-4.41631330511173,263.206828225806,508.512107888172
004279,0,9054.85125224327,27,26,1.04231687677784,0.772642049051391,-4.28225542873118,285.286405444444,519.785659133903
004379,0,10999.6863803574,22,21,1.2976163399289,0.800191681383632,-3.95642033151181,306.064912272727,490.955407645022
004479,0,14383.2415820073,21,20,3.21426622569367,2.42356830476026,-3.41873240140916,312.15311147619,491.60225787619
004579,1,10673.7919179658,24,22,2.02121102354533,1.53141697782632,-3.59557006976548,300.083133875,491.139601380435
004679,1,12978.2849171838,21,19,1.30950432093176,0.994996876188827,-2.59120121110553,265.454980714286,477.134017495238
004879,0,10809.7728639202,9,8,0.0298180543348368,-0.102380952380952,-2.09644410084111,294.583133666667,418.113735277778
004979,1,8043.84898960328,17,15,1.75330641179785,1.41501260177731,-3.90978882695237,364.110848411765,509.158339676471
005079,3,8420.92350395722,39,35,1.4523698744303,1.23650366571699,-4.91361170329573,261.131810230769,519.690739174089
005279,0,5781.43628601177,9,8,0.252040276557059,0.11984126984127,-2.94667883816839,376.480194777778,500.026421388889
005679,0,9566.41226928536,9,8,0.252040276557059,0.11984126984127,-2.44488453546399,358.362161666667,493.919393944444
006079,3,8899.34498342371,40,36,1.37705206644601,1.09291392212725,-4.77957274281583,244.1624408,515.897246876923
006179,0,10781.182976036,9,8,0.36315138766817,0.230952380952381,-2.12891948347542,322.001148444444,485.531999388889
006479,2,9925.50449558627,30,27,1.41473413889779,1.17669240482588,-3.99415171450055,282.327127033333,520.869806011494
006879,1,7227.99467909156,9,7,0.252040276557059,0.11984126984127,-2.75302861930223,354.970625,449.104051777778
006979,2,13836.0266107257,20,17,2.12019924700595,1.60452068571264,-2.59410171807302,272.74456235,462.405901973684
007079,1,6671.2454938342,14,12,-0.165982951912456,-0.145981795981796,-3.99761940513554,351.576511428571,512.492039428571
007379,4,9480.3721670552,48,43,1.84889717631872,1.56157231653843,-4.59129070270764,234.803411458333,507.33870485461
007679,3,9784.64698204125,38,34,1.05729272925461,0.912617026040878,-5.02776485746156,270.222159789474,530.217757561878
007779,0,8030.75779935953,22,21,0.0248890672016286,-0.108899227707277,-4.24194978370716,293.106829863636,511.065691121212
007879,0,11417.1911069755,8,7,1.16148997888011,0.689285714285715,-2.11745649311728,370.404405375,489.548314857143
007979,0,4941.2858128596,17,16,0.753306411797847,0.415012601777308,-4.82641434105696,385.787122764706,522.758127014706
008679,1,9554.70783674129,27,24,0.375650210111171,0.180049456458799,-4.11607352783861,248.557775185185,514.339883088319
008779,2,10201.8227051567,36,29,0.921301470992724,0.706437161966277,-5.05754445262507,272.625057805556,519.579306863492
008879,0,6398.37829345942,28,27,0.855155581813313,0.502800779210121,-5.0691373442075,298.286832142857,512.781838973545
009079,0,9259.6708372857,11,10,-0.372872843147516,-0.221572871572872,-2.74962803600588,310.994018909091,505.840658254545
009179,0,4527.80251863075,9,8,0.252040276557059,0.11984126984127,-3.1563355643406,398.746632444444,506.605140166667
009279,0,3820.70967248411,6,5,-0.342494615334777,-0.233333333333333,-2.51590926693587,393.223758666667,481.689724266667
009379,1,7747.00865078683,40,38,1.80205206644601,1.36791392212725,-5.46377147254852,282.135869175,520.041340080769
009679,0,10766.5166598935,28,27,1.49801272467046,1.14565792206726,-3.75710512602493,267.400344321429,503.994624783069
00CG029,0,9200.4192911986,22,21,0.388525430837992,0.163828045019996,-3.58124997587047,282.243552409091,519.922948792208
00CG031,1,9774.49941322423,33,31,1.64972698939649,1.36785809397544,-3.60050135096272,243.465044969697,513.734292087121
00CG032,0,6878.79145200859,21,20,1.78569479712224,1.37594925714121,-4.67078596149613,359.622400142857,524.405591142857
00DB01,1,10899.1467924912,20,17,0.120199247005954,0.304520685712636,-3.74841376227873,318.41659705,534.225519947368
00DB02,0,6041.20917600626,10,9,0.813346427565899,0.542063492063492,-3.39034600529519,445.7785491,570.405608333333
00DB05,0,8877.76543240855,14,13,0.262588476658973,0.13973248973249,-3.06197816468136,305.1049095,516.141365648352
00DB15,1,9581.69825718814,20,18,0.470199247005954,0.354520685712636,-3.92058840096115,307.7362835,530.357760878947
00DB20,0,12042.8203298373,11,10,0.808945338670666,0.414790764790765,-2.26144165696481,304.369295454545,509.850253963636
00DL01,0,7465.71835805391,7,6,0.455735657218918,0.1,-2.29116271441034,354.078105857143,457.752506666667
00DL900,2,7617.82252945963,22,19,0.70670724901981,0.845646226838178,-3.7836628762778,274.169547727273,487.341490974026
00DL901,0,7954.10280940245,22,21,0.252161794474356,0.0274644086563595,-4.71245638633084,321.119389727273,512.680901125541
00DM01,0,5053.86285691755,8,7,-0.338510021119891,-0.310714285714285,-3.15043014524706,409.342550375,535.253933571429
00JM01,0,6920.96814845793,14,13,-0.38026866619817,-0.36026751026751,-4.18602702638381,364.933618785714,517.220031659341
00JM02,1,25765.4041580251,9,7,1.36315138766817,0.786507936507937,-0.983874017023988,279.642440111111,462.6345485
00KJ01,2,26306.9979889478,11,8,-0.281963752238425,-0.312481962481963,-0.819515292690293,195.381427,456.223011090909
00KJ02,0,8953.47710909124,22,21,1.93397997629254,1.52746440865636,-3.96469362568539,335.272999272727,519.466361532467
00KJ03,1,9839.52196079638,22,20,0.843070885383447,0.527464408656359,-3.81914696724924,280.83038,530.834210662338
00MD01,1,6575.88167184836,19,17,-0.196928511238074,-0.2007424721821,-4.98301552195561,376.670910631579,530.696360959064
00MR003,1,8972.75910186878,22,20,1.84307088538345,1.34564622683818,-3.94176150209764,311.306813590909,483.3118394329
00MR01,0,10508.1927673836,11,10,-0.73650920678388,-0.403391053391054,-2.8549546037744,321.46564,520.699549927273
00MR02,0,4459.32983426657,10,9,-0.486653572434101,-0.357936507936508,-3.73791492881021,411.0294054,532.457689377778
00NB01,1,10351.3593602284,23,21,0.415219913326448,0.357503934348058,-3.43182535998652,278.026083826087,521.570888980237
00NB02,0,3146.41927277244,8,7,0.411489978880109,0.189285714285715,-3.33458396870643,449.54584075,513.646179964286
00VL01,0,11209.4162219893,13,12,-0.525940913824668,-0.36026751026751,-2.66515975717971,283.390998538462,515.870080025641
010380,2,10496.3497934113,31,28,2.06904109026835,1.62292896396567,-3.93776680673925,279.659717387097,506.300132778495
010480,2,10300.5628817378,42,38,3.54492856894324,2.84651438670332,-4.95550798584868,279.024092666667,516.573121628339
0105880,0,6153.3232648453,6,5,-0.342494615334777,-0.233333333333333,-2.31749481467616,395.472889666667,532.820049133333
0105980,1,14935.4419602446,17,14,-0.305517117613918,-0.173222692340339,-3.23552873203784,282.629322941176,501.170446441176
0106080,1,12474.213906309,25,22,-0.0629443043082554,0.00808364449298665,-3.82689061380335,257.43919968,510.618840186667
0106180,3,7907.71926458832,24,19,0.271211023545333,0.114750311159654,-5.23437179090667,330.778357,528.433190496377
0106280,2,10393.4853610735,26,21,0.0886042133076937,0.0603913368006794,-4.4402472118611,299.419177653846,519.627020067692
0106380,2,10633.2228501571,20,16,0.420199247005954,0.204520685712636,-4.18185968754859,324.5333047,518.257494242105
0106480,1,9856.09094152739,17,15,0.106247588268435,0.120894954718484,-4.19619579202547,350.931201235294,522.059759852941
0106580,2,10342.2812921912,24,19,1.10454435687867,0.698083644492987,-5.0172383630602,332.731408333333,517.029054228261
010679,1,13661.0091219831,15,13,2.34121465279107,1.69687534687535,-2.92503646667769,359.176142466667,495.996981790476
0106880,1,11580.1348761859,26,22,0.627065751769232,0.752699029108372,-4.47119826553681,306.465649,523.545809953846
0106980,1,11892.0208105018,14,10,-0.308840094769599,-0.288838938838939,-3.79043156948781,329.016315285714,507.587725758242
0107080,1,9292.89674458461,15,13,-0.192118680542265,-0.16979131979132,-3.80188453692693,337.3535794,522.628136952381
0107180,0,1191.16092074593,4,3,-0.270362840559945,-0.166666666666667,-2.12008420716907,519.550172,568.281413333333
0107280,1,7148.11221562041,9,7,-0.0812930567762743,-0.213492063492063,-3.13165449970018,400.720872444444,526.984796666667
0107380,1,10750.0429291377,13,10,0.474059086175332,0.178194028194028,-3.58861624688351,346.218488076923,507.989356384615
0107480,3,11734.1578949,37,30,0.667175770077883,0.434665390194506,-5.20394416664091,272.317268972973,510.701989657658
0107580,1,11041.2452206489,12,10,0.464358204105278,0.126911976911977,-3.1184582632782,358.9244525,518.161486151515
0107680,1,12946.610249194,34,25,0.79545334888496,0.616521195579723,-5.34377651953129,293.848063352941,504.943215998217
0107780,1,12908.5550002281,24,21,-0.312122309788001,-0.0519163555070132,-4.08367592721584,284.37433075,508.800522851449
0107880,2,15077.7211302889,19,15,0.276755699288242,0.378204896238952,-3.19855335048124,300.999364210526,516.995221906433
0108080,3,13687.6097389578,38,28,0.00466115030724343,0.123143341830351,-5.93563873294777,286.447629736842,500.896641244666
0108180,1,16655.4299418419,13,10,0.166366778483024,0.178194028194028,-2.36348095696107,278.546716692308,515.376286589744
0108280,0,17404.7920009157,13,12,1.32021293232918,0.87050172050172,-2.22323348139066,315.354673230769,516.645031461538
0108480,1,14277.2542372125,26,19,0.511681136384617,0.483468259877602,-4.37412581377236,295.730352115385,499.86899056
0108580,5,12833.3119992928,41,32,0.304798478245881,0.442913922127249,-5.43706319720585,273.244036780488,506.418812282927
0108680,2,11663.6456125322,23,20,-0.0195626953692043,0.0966343691306672,-3.91753173738033,291.506748391304,513.488348505929
0108780,0,9762.69604457717,18,17,1.05889309599711,0.732006065829595,-3.76232882668233,335.683394277778,529.45444203268
0108880,2,11419.1101308158,28,24,0.248012724670455,0.252800779210121,-4.46667660144692,273.249240857143,512.312589600529
0108980,1,13018.0995575404,6,4,-0.342494615334777,-0.233333333333333,-1.95648161906249,363.985011333333,507.554774466667
0109080,0,16508.5983427796,7,6,0.455735657218918,0.1,-1.7428065007178,362.592677857143,482.091350095238
0109101,1,8789.92983069329,40,38,1.50205206644601,1.26791392212725,-5.13521722315404,276.556946025,521.126284201282
0109102,4,11192.7590739341,28,23,1.46229843895617,1.39565792206726,-3.91863959644347,303.479258285714,533.712370981482
0109103,3,10111.2780468738,37,31,0.0185271214292346,0.0562870118161274,-4.86017761400445,251.391911243243,532.738969855856
0109104,0,8866.04944583529,27,26,0.671946506407468,0.772642049051391,-4.39220803224284,296.966667925926,535.128893851852
0109105,3,9961.3540732562,28,23,0.426584153241884,0.359943636352978,-4.84151822942083,307.032548678571,520.296353513227
0109106,2,8547.57893659308,36,32,1.56019035988161,1.12310382863294,-5.22747239176368,301.633318083333,531.04035007619
0109107,2,9792.97127142461,35,30,0.474869173356246,0.392151447680563,-4.82540283040218,270.638294028571,536.863510897479
0109108,3,9676.09549980232,36,30,0.449079248770502,0.511992717521833,-5.12581694302284,278.803481972222,531.109232192063
0109109,1,7613.41332163074,27,25,1.48676132122228,1.21708649349584,-5.28129137498039,337.863602444444,524.36582574359
0109110,2,9676.44478835631,33,30,1.68003001969953,1.27694900306635,-4.45083582306712,272.594101666667,519.358500541667
0109112,1,11215.3320864805,31,28,-0.285797619409072,-0.022232326356911,-4.28914146185818,255.719548225806,532.52319076129
0109113,2,8346.07184642449,24,21,-0.0204556431213341,0.15641697782632,-4.67714849904615,314.659481458333,526.091765275362
