plotname,numpols,ttd,numtips,numnodes,collessmet,sackinmet,gamma
13214,1,7669.735529,17,15,0.812129941,0.709130249,-3.92389629
13215,0,3535.931557,9,8,1.252040277,0.675396825,-3.585214071
132478,0,8779.052554,6,5,0.990838718,0.433333333,-2.320799308
13355,0,8103.86871,30,29,1.181400806,1.076692405,-4.363238463
144880,1,9500.159779,21,19,0.309504321,-0.005003124,-3.548186095
146979,1,8057.335836,24,22,1.229544357,0.906416978,-4.049454987
147080,1,8541.114875,29,25,0.369325346,0.076692405,-5.119898619
150181,1,12109.65839,10,8,1.213346428,0.742063492,-2.308203744
150481,1,7988.496551,10,8,1.013346428,0.542063492,-2.192768178
150781,0,11301.96111,10,9,0.613346428,0.342063492,-2.403371432
150881,1,15523.77164,14,12,1.548302762,0.996875347,-2.358554683
151181,4,12982.85307,37,30,2.045554148,1.596827552,-3.386582701
151381,1,14789.14383,21,19,0.785694797,0.566425448,-2.568924506
151481,1,9989.501868,16,14,0.343342798,0.238542014,-3.046096076
151581,1,14090.75574,10,8,1.613346428,0.942063492,-2.032658375
152281,1,12882.8001,24,22,0.771211024,0.448083644,-3.324664504
15707B,0,12122.1448,8,7,0.161489979,-0.060714286,-1.732304117
15707C,0,4743.4477,7,6,-0.115692914,-0.185714286,-2.60322944
160778,1,13015.85687,19,17,1.013597805,0.799257528,-2.662381811
162278,3,10409.52514,30,25,1.214734139,0.910025738,-3.861373215
162681,0,10465.24365,18,17,0.447781985,0.232006066,-3.115451953
17,1,15831.21287,11,9,-0.191054661,-0.221572872,-2.075542761
173081,1,8618.888136,17,15,1.223894647,0.885600837,-3.613954961
173181,0,9088.259201,17,16,0.518012294,0.532659661,-3.185958658
173281,1,12710.05228,27,25,2.079353914,1.51338279,-3.70900022
174481,1,9053.487658,23,21,1.067393826,0.748808282,-4.38216578
177981,2,9633.265193,21,18,0.214266226,0.090234971,-3.296040166
1,NA,1,NA,1,NA,1,NA
20,0,5363.918326,12,11,0.547691537,0.376911977,-3.983589324
202550,1,12460.39295,13,11,0.704828317,0.408963259,-2.348565078
202650,0,16303.27381,8,7,0.411489979,0.189285714,-1.634836141
2081,3,11228.41928,27,23,1.412687247,1.143012419,-3.809321622
208650,0,9479.517178,7,6,0.5985928,0.242857143,-2.362943861
208750,0,16882.63236,10,9,0.613346428,0.342063492,-1.437730434
21,0,5927.281156,6,5,0.157505385,-0.066666667,-2.387920909
2181,2,12934.6372,34,25,1.060159231,0.940050607,-4.734278458
22,0,7453.891078,7,6,0.884307086,0.528571429,-2.455077783
2281,1,11627.45958,26,22,1.357834983,1.252699029,-4.304351104
2-344,0,10875.00579,14,13,0.40544562,0.282589633,-3.174432627
2-356,0,6423.442782,17,16,0.106247588,0.120894955,-4.420821718
2381,2,12668.22376,31,24,0.4238798,0.558412835,-3.930803284
2-458,0,8655.895976,8,7,-0.338510021,-0.310714286,-2.724034161
250181,2,10564.6042,38,35,0.820450624,0.570511763,-4.29285998
250381,5,10309.30356,45,39,1.79815792,1.343437102,-4.200407723
250481,1,8534.464762,31,29,0.649686252,0.590670899,-4.596005185
250581,1,11112.98099,36,34,1.81019036,1.373103829,-4.219305512
250681,2,10015.50392,35,32,0.789154888,0.706437162,-3.875934546
250781,3,11254.65959,32,28,0.775195618,0.570509609,-4.053188165
250881,3,9555.227871,39,35,1.529292951,1.21086264,-4.592206469
250981,0,8115.250948,33,32,1.255787595,1.034524761,-4.990145836
251081,0,9664.455742,37,36,0.775283878,0.542773498,-4.321233368
251181,4,9649.832623,46,39,2.200333602,1.688364638,-5.532405708
251381,1,7963.179372,23,21,1.371741652,1.053156108,-4.07370634
251481,5,10727.1448,53,46,1.749413192,1.376742287,-4.107247257
251581,3,11041.03028,31,27,0.714202381,0.655187028,-3.324248471
251781,4,10212.83787,46,40,0.982942298,0.688364638,-4.630435309
251881,2,8039.419011,45,42,2.153713475,1.832325991,-5.313346705
251981,1,8695.02479,23,21,0.719567739,0.400982195,-3.800887985
252081,1,8053.057014,38,36,1.399397992,1.20209071,-5.114835523
252181,5,8821.128821,46,40,0.461203168,0.384016812,-5.328234015
252281,3,9025.622926,35,31,1.760583459,1.335008591,-4.532389409
252381,1,11347.06953,34,32,0.560159231,0.20475649,-3.773627312
252481,0,7034.154696,32,31,1.368945618,1.101759609,-5.421793483
252581,3,10788.9119,49,45,2.326152039,1.89873218,-4.702358722
252681,2,8406.072246,44,41,0.922650978,0.709093668,-5.070795829
252781,4,8699.572672,54,47,1.497317844,1.293583657,-4.830967859
252881,4,8579.53616,54,47,1.275095622,1.071361435,-4.955696107
252981,5,10173.6771,38,31,1.452029571,1.149459131,-3.946194337
253081,2,10286.96805,32,29,0.650195618,0.570509609,-3.972906019
253181,4,10036.50225,45,40,0.687046809,0.498992658,-4.694675222
253281,3,8839.879684,57,53,0.546564463,0.496359536,-5.244941971
253381,0,8482.074158,29,28,1.541739139,1.318071715,-4.412569312
253481,1,10512.53106,34,32,1.471923937,1.057697666,-4.068147098
253581,2,8786.027051,35,32,0.93201203,0.677865733,-4.470735742
253681,2,10492.24718,31,28,2.327105606,2.010025738,-3.217944365
253781,0,13967.21222,20,19,1.520199247,1.304520686,-2.568929263
253881,1,10226.52495,25,23,1.977055696,1.488083644,-3.896317808
253981,1,8661.432441,36,34,1.365745915,1.039770495,-4.79481593
254081,2,10532.51926,28,24,0.390869868,0.324229351,-4.034265552
254181,1,9847.955845,34,32,0.67780629,0.498874137,-4.388239567
254281,1,10517.79892,42,40,0.711595236,0.536990577,-4.29811677
254381,0,8150.236716,32,31,0.525195618,0.570509609,-4.744941058
254481,4,10101.71634,45,40,1.309269031,0.898992658,-4.211419406
254581,1,8542.398966,36,33,-0.18980964,-0.182451727,-4.956712581
254681,3,10580.35277,33,29,1.225484565,0.822403549,-3.541471702
254781,1,8197.932188,16,14,1.155842798,0.801042014,-3.838554324
254881,1,10286.05336,38,36,1.636240098,1.175774921,-4.690206783
254981,0,8976.387206,23,22,1.458698174,0.966199587,-4.580915798
255081,2,10067.75867,40,37,2.327052066,1.792913922,-4.319083382
255181,0,7248.894257,33,32,1.407302747,1.064827791,-4.894011647
255281,2,8795.687991,31,28,0.681944316,0.429380577,-4.530218647
255381,4,10006.24527,39,33,0.862626285,0.646760076,-4.886794553
255481,3,9034.228163,40,35,0.652052066,0.417913922,-4.913673508
255581,0,7751.558293,34,33,1.883688643,1.64593296,-4.189920327
255681,2,8105.947109,36,33,1.282412582,0.845326051,-4.864714203
255881,1,9389.745429,38,36,1.925713782,1.517880184,-4.313391698
255981,0,8618.990719,27,26,1.560835395,1.143012419,-4.714763266
256081,2,9591.257372,45,42,1.775935697,1.410103769,-4.652385266
256281,4,8875.16584,46,41,1.048159689,0.840538552,-4.698540198
256381,3,8891.941915,35,31,2.646297745,2.220722876,-4.185201691
256481,1,9289.022087,32,30,1.712695618,1.383009609,-4.2950568
256581,1,8320.931852,29,27,1.748635691,1.318071715,-4.588010189
256681,2,10340.83558,37,33,2.234743338,1.948178904,-4.422428358
256781,0,8504.950535,32,31,1.368945618,1.039259609,-4.436742639
256881,1,11458.66856,38,35,2.162555887,1.649459131,-3.690904146
256981,0,7262.152548,22,21,0.388525431,0.436555318,-3.897490127
257081,3,11143.06093,37,33,3.12663523,2.353584309,-4.04175776
257181,1,8511.004025,34,32,1.236629819,0.998874137,-4.501935881
257381,0,8061.889721,26,25,2.088604213,1.752699029,-4.027347576
257481,1,8770.483548,27,25,1.37565021,1.031901308,-3.784242212
257581,1,9310.013105,37,35,1.288797392,0.840070796,-4.72740546
257781,3,8439.440152,48,44,1.61973051,1.33240565,-4.677675242
257881,1,9246.923193,25,23,1.097055696,0.768083644,-3.989107428
257981,4,10325.53245,44,39,1.899923705,1.504548213,-4.270431758
258081,3,10872.89673,38,33,1.873082203,1.412617026,-4.38207838
258181,4,11434.29237,33,27,0.71033305,0.670888397,-4.153091793
258281,1,9974.689113,33,31,0.286090626,0.125433852,-4.293224339
258381,1,8871.605354,29,27,1.748635691,1.524968267,-4.041643249
258481,1,8796.851613,34,32,1.236629819,0.881227078,-4.747716179
258581,0,6258.112197,19,18,0.118860962,0.009783844,-4.460733995
258781,3,10507.30865,39,35,1.016472439,0.851888281,-4.019925176
258881,0,7500.009656,24,23,1.146211024,0.989750311,-4.581954724
258981,1,8328.6784,34,32,1.530747467,1.234168254,-4.776527139
259081,1,11718.02826,28,25,1.676584153,1.109943636,-3.372391061
259181,2,12262.84908,28,25,2.176584153,1.538515065,-3.33900039
259281,1,8801.994217,30,28,0.681400806,0.643359071,-4.487852648
259381,1,10477.69611,29,27,1.645187415,1.283588957,-3.499308197
259481,1,9064.25057,25,23,1.217055696,0.968083644,-3.996546074
259581,1,10849.48509,27,24,2.301576136,1.661530938,-3.514722459
259681,1,10361.81454,25,23,2.977055696,2.488083644,-3.516531478
259781,1,6656.702952,18,16,0.725559763,0.620894955,-4.272473882
259881,2,9053.052085,28,25,1.390869868,1.109943636,-4.298923456
259981,2,8726.491751,39,36,0.760062182,0.646760076,-4.410989205
262081,2,10059.00164,43,38,1.959382568,1.532560898,-4.739121976
262181,2,9269.253897,36,32,0.81019036,0.373103829,-4.619489022
262281,1,8371.783217,42,40,1.878261902,1.513181053,-5.609818878
262381,2,7739.388531,27,24,0.968242803,0.920790197,-4.177853177
262481,0,9065.086673,28,27,1.426584153,1.074229351,-3.904802924
262581,1,9523.283259,32,30,1.525195618,1.070509609,-4.567770871
262681,0,10254.98769,20,19,1.970199247,1.454520686,-3.386089795
262781,1,13202.10261,24,22,2.271211024,1.864750311,-3.058754757
262881,1,13459.79677,25,23,1.457055696,1.128083644,-2.716477355
262981,2,8057.572276,36,33,0.865745915,0.595326051,-4.643043059
264581,1,10611.66139,32,30,1.712695618,1.195509609,-4.446821904
264681,1,6607.416716,21,19,1.690456702,1.280711162,-4.842137476
264881,2,11711.8096,32,29,2.368945618,1.914259609,-3.204002342
264981,2,8349.562277,31,28,1.972266897,1.590670899,-4.29453425
265081,1,9060.049972,33,31,1.922454262,1.519373245,-4.59818032
265181,2,10007.22311,35,32,1.046297745,0.677865733,-4.280155178
265281,1,7144.348688,25,23,1.417055696,1.248083644,-4.917376536
265381,4,8962.445748,42,37,1.640166664,1.275085815,-4.739015932
265481,6,9041.811606,47,40,2.031741366,1.592157423,-4.459879922
265581,1,11797.44463,29,26,2.403808104,1.69738206,-4.22730949
270081,1,9886.35598,37,35,2.315824419,1.813043769,-4.932477768
270181,0,9290.253279,35,34,1.903440602,1.420722876,-4.287835274
400579,1,11565.29551,23,21,0.936959044,0.705330021,-3.034080203
400679,0,10328.79053,10,9,0.913346428,0.442063492,-3.011112722
400779,0,16651.56211,13,12,1.320212932,0.870501721,-2.018543103
400879,0,12175.44134,7,6,0.741449943,0.385714286,-2.001629593
400951,2,12499.20537,27,24,0.634909469,0.365234642,-3.063191371
579479,1,14820.97485,18,16,0.892226429,0.787561621,-1.770087854
580379,1,14486.21515,15,13,1.474547986,0.963542014,-2.19778507
580979,0,5969.588186,8,7,0.286489979,0.064285714,-2.552535397
581,0,11468.56519,19,18,0.592545173,0.588731212,-3.269422472
581379,0,16151.6908,15,14,1.074547986,0.696875347,-1.451143166
581779,1,10964.71521,18,16,1.058893096,0.732006066,-3.182149665
681,2,12716.30045,20,17,0.570199247,0.554520686,-3.532147318
7600033,1,9314.780684,23,21,0.980437305,0.835764804,-4.309731532
7600W64,3,10811.47849,40,36,1.802052066,1.517913922,-4.22080259
7601020,2,12043.98145,23,19,0.415219913,0.444460456,-3.490525585
760214,0,8406.941157,18,17,0.614448652,0.509783844,-3.857063206
760240,0,8583.913811,13,12,0.166366778,0.024347874,-3.524220212
760300,0,11023.13749,9,8,1.363151388,0.786507937,-2.346202226
760302,0,7848.023673,8,7,-0.338510021,-0.310714286,-2.657098444
770C018,1,7905.517224,18,16,0.614448652,0.398672732,-2.949365385
770C019,1,11604.09173,14,12,1.191159905,0.925446775,-2.846182268
770C020,1,8171.905685,17,15,1.282718177,0.944424366,-3.26257591
770C021,1,14365.68402,17,15,2.165071118,1.59148319,-2.635180446
770C022,1,16904.22631,16,14,0.593342798,0.363542014,-2.718464963
770C023,0,9262.504642,17,16,1.459188765,1.120894955,-3.709313736
270281,3,9604.722777,45,41,2.064824586,1.52121488,-4.665767285
270381,2,9774.822085,35,32,2.560583459,2.077865733,-3.963615793
270481,0,8633.643903,28,27,0.890869868,0.752800779,-4.11878762
270581,0,10503.25374,10,9,-0.486653572,-0.357936508,-2.868954778
270681,0,8895.46499,14,13,0.119731334,0.13973249,-3.713387619
270981,1,16394.10464,16,13,-0.219157202,-0.198957986,-3.099194939
271081,1,10404.15945,13,11,1.397136009,0.947424797,-3.125095664
271281,1,10804.35954,22,20,2.252161794,1.845646227,-3.466433756
271581,2,9511.392955,24,21,0.479544357,0.156416978,-3.521444811
271681,0,11872.71885,19,18,1.22412412,0.69399437,-3.194500305
271781,1,5497.895874,10,8,-0.186653572,-0.257936508,-3.19190858
271881,1,8788.647864,29,27,1.748635691,1.180140681,-4.562205522
272081,1,7650.631884,11,9,-0.281963752,-0.312481962,-2.711695836
272181,1,9075.380518,22,20,0.79761634,0.482009863,-4.040456178
272281,0,8443.835785,25,24,0.337055696,0.088083644,-4.43858886
272481,2,10635.813,29,26,1.472773622,1.042209646,-4.56363524
272581,1,9845.740549,27,25,0.301576136,0.031901308,-4.08535805
272681,1,9531.928414,27,25,1.597872432,0.957827234,-4.64176558
272781,3,8269.642087,35,31,0.560583459,0.477865733,-4.998022592
272880,0,5636.641106,12,11,0.964358204,0.793578644,-3.524774838
272881,1,10235.71111,30,28,3.014734139,2.310025738,-4.636220853
272981,1,12912.9387,28,25,2.462298439,1.895657922,-3.373539005
273081,1,15415.95517,17,15,1.576835824,1.238542014,-2.270147079
273181,1,10094.31241,28,26,1.819441296,1.181372208,-4.119007568
273281,1,12266.56179,18,16,2.114448652,1.565339399,-2.989304856
273381,2,10826.71017,26,23,1.511681136,1.021929798,-3.896189386
273481,1,10267.69994,21,19,1.071409083,0.947377829,-3.571549625
273581,2,11266.07205,30,27,1.281400806,0.843359071,-4.146412988
273681,1,11661.62907,22,20,1.888525431,1.20928259,-3.720144277
273781,2,9201.124708,25,22,1.097055696,0.848083644,-3.863866969
273881,1,7327.322055,17,15,-0.187870059,-0.173222692,-4.138785438
273981,3,12479.87492,28,24,2.212298439,1.574229351,-3.3660548
274081,4,9544.485541,39,34,2.298523721,1.877529307,-4.978519492
274181,2,6584.824322,31,28,1.133557219,0.945509609,-5.725173503
274281,2,7850.012817,34,31,1.442512172,1.20475649,-4.820125375
274381,3,8586.669722,33,29,1.104272444,0.883009609,-4.615318628
274480,0,2923.873044,3,2,0.350652565,0,-1.254243854
274481,1,7369.159421,32,30,1.118945618,0.976759609,-5.647130074
274781,2,13690.49116,26,23,1.857834983,1.214237491,-3.353285376
274881,5,10105.47195,39,33,1.760062182,1.339067768,-4.797441037
274981,3,12377.32113,38,34,3.294134835,2.833669658,-3.904323885
275281,0,12807.34246,21,20,1.499980511,1.090234971,-3.466926603
275381,1,10508.77245,26,24,1.742450367,1.252699029,-4.086028545
275681,1,9878.37111,17,15,0.929777,0.473836131,-3.748588603
2781,1,14947.43727,20,17,1.170199247,1.054520686,-2.912070379
280079,1,14375.93502,15,13,-0.258785347,-0.236457986,-2.142907532
1,NA,1,NA,1,NA,1,NA
2881,2,13896.65,26,20,1.973219598,1.48346826,-4.447769296
29314,0,11406.85552,10,9,0.913346428,0.642063492,-2.325112175
29316,0,6153.605747,5,4,-0.093506392,-0.166666667,-2.001795386
29317,0,16075.96909,8,7,-0.213510021,-0.185714286,-1.793315395
29318,0,6852.761786,13,12,1.012520625,0.562809413,-4.010658088
29320,0,9055.555916,15,14,0.941214653,0.696875347,-3.276396252
29322,2,10729.28878,26,21,0.088604213,0.060391337,-4.45482247
29326,0,10600.19949,9,8,0.696484721,0.342063492,-2.581931373
29327,0,3707.069344,7,6,0.455735657,0.1,-3.11739982
29328,0,6450.5039,16,15,0.968342798,0.738542014,-3.942815358
29331,1,9821.96032,15,13,0.407881319,0.163542014,-3.116553738
29332,0,7587.275999,14,13,0.476874191,0.211161061,-3.932977498
29333,2,12059.83313,29,24,0.990015001,0.835313094,-3.936436766
29334,3,12646.62528,21,16,0.785694797,0.471187352,-3.021773811
29335,0,8453.903015,13,12,0.166366778,0.024347874,-3.573002076
29336,0,14585.3196,7,6,0.884307086,0.528571429,-1.593487158
29339,1,15786.5407,6,4,0.157505385,-0.066666667,-1.916644244
29340,0,4182.905033,3,2,0.350652565,0,-1.152722047
29342,0,3768.130629,8,7,0.286489979,0.064285714,-3.187867333
29346,1,8093.142831,22,19,-0.247838206,-0.108899228,-4.858290774
29347,0,1970.619288,8,7,-0.213510021,-0.185714286,-3.493023397
29350,1,9437.13768,12,10,-0.702308463,-0.373088023,-3.658644717
29352,1,9640.798408,21,19,0.11902813,0.185473067,-3.539324678
29353,0,6983.460962,19,18,1.22412412,0.904520686,-4.274899748
29357,1,9604.291302,21,19,1.833313845,1.32833021,-3.726723239
29358,0,8379.164477,27,26,0.931205766,0.809679086,-4.018814206
29360,1,11844.73456,24,22,0.18787769,-0.051916356,-3.377699699
29362,0,8946.338374,18,17,1.225559763,1.009783844,-3.196459538
29379,1,9233.119424,32,29,0.775195618,0.633009609,-4.170451601
29382,1,10282.78677,18,16,1.336670874,0.898672732,-3.454490546
29383,2,12732.15171,22,18,0.206707249,0.345646227,-3.975425164
29384,2,9672.190536,23,20,-0.193475739,-0.164235196,-3.209754612
29467,0,8578.36031,14,13,0.619731334,0.496875347,-2.923582704
29901,1,11337.41866,10,8,-0.486653572,-0.357936508,-2.590360389
29902,1,6138.985586,12,10,0.631024871,0.293578644,-3.171393995
29903,2,18145.91418,18,15,1.781115318,1.454228288,-2.412434323
29904,0,10111.93243,19,18,-0.144296932,-0.042847735,-3.406837565
29905,0,4134.630915,10,9,1.413346428,0.942063492,-3.679520034
29906,0,2982.351627,5,4,0.706493608,0.233333333,-2.357664328
29907,0,1620.519092,6,5,0.157505385,-0.066666667,-2.880177223
29908,0,13395.5185,17,16,1.576835824,1.003247896,-2.974157122
29909,1,13811.48335,12,10,0.464358204,0.293578644,-1.652196881
29910,1,9639.386528,18,16,1.392226429,0.954228288,-3.613415521
29911,0,15070.28695,14,13,-0.808840095,-0.503124653,-2.694685373
29912,0,9794.229004,10,9,-0.386653572,-0.257936508,-3.01414597
29913,0,6945.6707,10,9,0.613346428,0.342063492,-3.004690564
29914,1,9966.777595,22,20,1.979434522,1.391100772,-3.403469537
29915,1,11738.92364,19,17,1.855703068,1.325573317,-3.295965769
29916,0,15612.50104,10,9,1.713346428,1.042063492,-1.874340961
29917,0,9349.077247,12,11,1.714358204,1.21024531,-3.185189344
29918,1,9060.761105,18,16,1.725559763,1.287561621,-3.632877244
29919,0,10071.28927,16,15,-0.844157202,-0.573957986,-3.401135579
29920,0,3780.764083,7,6,-0.115692914,-0.185714286,-2.82375177
29921,0,3450.943491,9,8,-0.081293057,-0.213492063,-3.286301328
29922,0,8407.537319,8,7,0.786489979,0.314285714,-2.169693998
29923,0,15418.00045,12,11,0.464358204,0.293578644,-2.33815337
29924,0,10919.12417,19,18,1.592545173,1.16767858,-2.848588086
29925,0,9500.409576,13,12,0.781751394,0.485886336,-3.03519293
29926,2,11080.4668,16,13,1.905842798,1.426042014,-2.614625354
29927,1,12685.55755,24,22,2.354544357,1.781416978,-3.465556674
29928,0,14108.46796,12,11,0.964358204,0.626911977,-1.857306121
29929,0,8100.877531,19,18,0.697808331,0.483468054,-3.727047517
29930,1,6745.932949,18,16,0.558893096,0.343117177,-4.296581393
29931,0,7477.311566,13,12,1.012520625,0.716655567,-3.345939134
29932,0,6974.011771,13,12,0.320212932,0.178194028,-3.967099943
29933,0,18868.7405,6,5,0.324172051,0.1,-1.065877508
29934,0,2982.351627,5,4,0.706493608,0.233333333,-2.357664328
29935,0,3638.413827,12,11,0.464358204,0.293578644,-4.337906275
29936,0,3977.8089,9,8,-0.081293057,-0.213492063,-3.155458281
29937,0,10646.23981,7,6,0.455735657,0.1,-1.700588379
29938,1,9995.211706,17,15,0.870953471,0.650306719,-2.872580872
29939,1,11803.797,21,19,1.309504321,1.090234971,-2.511744711
29941,1,9148.48598,17,15,0.106247588,0.003247896,-3.785615614
29942,0,15897.09213,8,7,-0.338510021,-0.310714286,-1.773458244
29943,1,12276.85937,15,12,-0.258785347,-0.236457986,-3.663179424
29945,2,12053.91086,21,18,1.642837654,1.233092114,-2.885023588
29946,1,12344.21461,19,17,2.171492541,1.536099633,-3.342541361
29947,1,13012.37861,18,16,1.225559763,0.898672732,-2.55239207
29949,1,11058.72943,21,19,0.73807575,0.614044495,-3.329237975
3281,1,12862.72738,11,8,-0.463781934,-0.312481962,-2.753364969
3381,1,11305.27966,10,8,0.613346428,0.342063492,-2.828966423
343681,1,9114.655938,25,23,0.777055696,0.368083644,-3.775333934
343881,1,7718.425632,19,17,1.171492541,0.957152265,-3.60500833
343981,2,10224.01082,36,33,1.615745915,1.23421494,-3.88238404
344081,0,8218.13438,23,22,0.806524261,0.487938717,-3.867523696
344581,0,13050.05928,12,11,0.214358204,0.043578644,-2.272635707
344781,0,8012.715287,17,16,1.341541706,1.003247896,-3.536643452
344881,0,8566.474227,8,7,-0.588510021,-0.310714286,-2.282661657
344981,1,10880.67525,16,14,1.718342798,1.363542014,-2.959552405
345281,0,8079.274888,20,19,1.020199247,0.704520686,-3.831727381
345481,0,9232.730282,30,29,1.081400806,0.843359071,-4.189872701
345581,1,10212.03139,21,19,0.690456702,0.375949257,-3.204601844
345681,1,10465.96948,34,32,3.413100408,2.998874137,-3.596934052
345881,0,6536.993855,17,16,0.753306412,0.650306719,-4.086227999
346481,1,12504.62431,29,27,1.955532242,1.524968267,-3.105801819
346781,1,14395.07486,20,18,0.920199247,0.604520686,-2.317892045
346981,1,8165.552378,26,24,1.088604213,0.752699029,-4.404274499
347681,0,8964.790043,31,30,1.294847542,0.913251545,-3.661459354
347881,1,9525.100172,26,24,0.357834983,0.098852875,-3.701400843
348181,1,8428.994785,29,27,0.403808104,0.180140681,-4.095252941
348381,1,11051.17076,19,17,1.382018857,0.957152265,-2.916186483
348581,1,10315.40927,26,24,0.66552729,0.329622106,-3.427530593
348781,1,9488.198266,20,18,0.670199247,0.454520686,-3.556002184
3581,0,12272.56689,12,11,0.297691537,0.293578644,-2.90497529
398782,0,15363.22683,8,7,-0.213510021,-0.185714286,-2.136350777
400179,1,12699.2382,10,8,2.413346428,1.542063492,-2.515366065
400279,0,12542.02711,13,12,0.62790524,0.332040182,-2.261820022
400379,1,13270.51573,15,13,1.007881319,0.63020868,-2.845462424
400479,0,16163.37255,10,9,0.813346428,0.342063492,-2.223322072
401079,2,10843.56423,26,22,-0.065241941,-0.170377894,-4.050176642
401279,1,15938.94397,11,9,1.172581702,0.596608947,-2.478255204
401379,0,18245.42079,13,12,1.089443702,0.63973249,-2.15776801
401479,0,12666.27063,13,12,0.781751394,0.485886336,-2.029360939
401579,0,18652.50045,15,14,2.074547986,1.563542014,-1.896304901
401679,1,19200.60739,16,14,0.468342798,0.363542014,-1.541461029
401779,1,13978.34854,29,27,0.817601208,0.524968267,-2.921649925
402379,0,16047.6894,14,13,0.619731334,0.354018204,-1.550033445
402451,2,10549.34576,35,32,1.989154888,1.449294305,-3.899030269
402679,0,10909.58697,8,7,0.161489979,-0.060714286,-2.590728825
403779,0,7780.851762,7,6,0.741449943,0.385714286,-2.489275145
403879,2,16420.883,23,20,1.328263392,0.922721326,-1.949705561
403979,1,10054.557,26,23,0.703988829,0.598852875,-3.746278604
404079,0,9817.62306,9,8,0.807595832,0.453174603,-1.747580868
404179,1,13560.91102,12,10,1.047691537,0.71024531,-2.27582317
404279,0,13113.08625,11,10,0.808945339,0.414790765,-2.093152515
404379,1,15558.64762,22,20,1.615798158,1.1183735,-2.725586435
404979,1,7639.681932,11,9,0.263490793,0.051154401,-2.535693508
405479,2,14049.74107,22,19,1.070343613,0.754737136,-2.665223581
405579,2,13265.87218,18,15,1.50333754,1.065339399,-2.635497933
405879,0,200.560392,3,2,0.350652565,0,-1.563070378
405979,0,21852.2262,11,10,0.718036248,0.323881674,-1.681116654
406050,0,15560.63814,8,7,0.411489979,0.189285714,-1.362881061
406079,0,16464.67248,13,12,0.166366778,0.024347874,-2.075951166
406179,1,14962.63706,17,15,0.753306412,0.415012602,-2.249169379
406279,2,15152.34382,25,22,0.857055696,0.448083644,-2.90891265
406379,0,15117.43489,12,11,0.547691537,0.376911977,-1.582807593
406479,0,17928.19684,15,14,1.207881319,0.83020868,-1.984091641
406579,0,16693.07231,9,8,0.918706943,0.564285714,-1.410432542
406679,2,14462.87221,18,15,0.670004207,0.454228288,-1.916129699
406779,0,16110.11071,7,6,0.741449943,0.385714286,-1.64804024
408079,1,13597.90728,22,20,0.979434522,0.663828045,-2.904349695
408279,0,15476.85353,11,10,1.808945339,1.232972583,-1.973187395
408779,1,8914.58527,35,33,0.989154888,0.849294305,-4.071389394
409179,0,7084.855018,8,7,1.036489979,0.564285714,-2.901917365
409279,0,18714.35646,13,12,0.550982163,0.255117105,-1.925051039
409479,0,13141.48539,12,11,0.131024871,-0.03975469,-2.656429641
409679,0,12790.08994,10,9,0.213346428,0.142063492,-2.11789331
409779,0,11418.55143,9,8,0.363151388,0.230952381,-2.234635806
411178,0,14426.91481,10,9,0.213346428,0.142063492,-1.725094143
411278,0,9471.319648,8,7,0.286489979,0.064285714,-2.672299725
411378,0,17587.34376,11,10,0.263490793,0.051154401,-1.993274103
411478,0,10296.05534,9,8,0.363151388,0.230952381,-2.546330664
411578,1,10161.83324,12,10,1.547691537,1.043578644,-2.945600688
412078,2,12150.01554,22,19,0.752161794,0.345646227,-3.698430399
412378,2,12968.00882,16,13,0.968342798,0.613542014,-3.113935506
412478,0,9109.683611,8,7,0.411489979,0.189285714,-2.635867045
412578,0,12921.92438,9,8,0.58537361,0.230952381,-2.482985201
412778,1,7600.290016,14,12,1.048302762,0.63973249,-3.783360786
412878,0,12104.47801,11,10,0.263490793,0.051154401,-2.750790688
412978,0,11364.92577,8,7,0.411489979,0.189285714,-2.13006085
413078,0,6523.490069,6,5,0.324172051,0.1,-2.04457318
413178,0,15689.25128,14,13,1.476874191,0.925446775,-2.657285823
416079,2,9989.649833,32,29,2.462695618,1.945509609,-3.546397781
420679,1,7945.574536,14,12,0.834017048,0.568303918,-3.295885274
420779,0,8688.73904,9,8,0.474262499,0.11984127,-2.821924502
421579,1,9973.604435,20,18,0.720199247,0.604520686,-3.464221861
421879,0,10149.47638,26,25,0.66552729,0.560391337,-3.603144407
423979,1,12033.94709,15,13,0.674547986,0.43020868,-2.42826443
424079,0,11420.3129,24,23,1.06287769,0.656416978,-3.420903356
424179,0,9703.983844,19,18,0.539913594,0.430836475,-3.066657427
424379,1,7137.207711,17,15,0.988600529,0.767953778,-3.637228927
424479,1,12102.97195,21,19,1.357123369,1.233092114,-2.992819789
424579,0,10426.56404,16,15,1.218342798,0.988542014,-3.064899883
424879,0,5109.681968,7,6,-0.115692914,-0.185714286,-2.566524336
424979,2,15148.78907,19,16,0.118860962,0.115047002,-1.671259127
425179,1,10327.05374,27,25,0.857131692,0.735605012,-4.157971509
425279,1,10158.03404,24,22,0.43787769,0.448083644,-4.093858654
425479,0,10966.70229,19,18,0.382018857,0.16767858,-3.463509187
425579,0,5838.002921,6,5,0.990838718,0.433333333,-2.343362943
425879,1,8902.491621,18,16,0.170004207,0.065339399,-3.01303904
425979,1,6758.06757,20,18,-0.129800753,-0.145479314,-3.810434301
426379,1,8678.704013,31,29,1.359363671,1.106799932,-4.652945561
